"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"02.02.2010","14,450","14,145","14,460","14,130","0,88K","2,12%"
"01.02.2010","14,150","14,180","14,195","14,065","0,90K","-0,35%"
"29.01.2010","14,200","13,855","14,280","13,855","0,91K","2,16%"
"28.01.2010","13,900","13,990","14,085","13,760","0,87K","-0,75%"
"27.01.2010","14,005","14,110","14,265","13,980","1,17K","-0,74%"
"26.01.2010","14,110","14,150","14,195","13,930","0,34K","0,00%"
"25.01.2010","14,110","14,155","14,230","14,055","0,55K","-0,42%"
"22.01.2010","14,170","13,840","14,245","13,665","1,02K","2,09%"
"21.01.2010","13,880","13,490","13,885","13,405","1,74K","2,89%"
"20.01.2010","13,490","13,960","13,990","13,455","1,57K","-3,09%"
"19.01.2010","13,920","13,995","14,135","13,700","0,75K","-0,39%"
"15.01.2010","13,975","14,070","14,100","13,950","0,49K","1,93%"
"14.01.2010","13,710","13,750","13,780","13,750","0,17K","0,11%"
"13.01.2010","13,695","13,825","13,825","13,820","0,00K","-3,08%"
"12.01.2010","14,130","14,250","14,250","14,120","0,09K","-2,95%"
"11.01.2010","14,560","14,650","14,670","14,650","0,00K","-0,99%"
"08.01.2010","14,705","14,730","14,730","14,730","0,05K","-0,07%"
"07.01.2010","14,715","14,715","14,715","14,715","0,04K","-0,44%"
"06.01.2010","14,780","14,780","14,780","14,780","0,06K","0,07%"
"05.01.2010","14,770","14,775","14,775","14,770","0,07K","-0,27%"
"04.01.2010","14,810","14,755","14,930","14,755","0,16K","1,68%"
"31.12.2009","14,565","14,305","14,530","14,260","0,34K","1,15%"
"30.12.2009","14,400","14,505","14,530","14,295","0,90K","-1,17%"
"29.12.2009","14,570","14,700","14,730","14,450","0,87K","-0,88%"
"28.12.2009","14,700","14,585","14,920","14,520","0,57K","0,17%"
"24.12.2009","14,675","14,800","14,890","14,600","0,22K","-0,81%"
"23.12.2009","14,795","14,250","14,810","14,225","0,56K","2,71%"
"22.12.2009","14,405","14,765","14,765","14,300","1,02K","-2,34%"
"21.12.2009","14,750","14,935","15,025","14,720","0,52K","-1,30%"
"18.12.2009","14,945","14,800","14,960","14,715","1,32K","0,98%"
"17.12.2009","14,800","15,350","15,350","14,675","1,95K","-3,65%"
"16.12.2009","15,360","15,805","15,875","15,360","0,89K","-3,15%"
"15.12.2009","15,860","15,885","15,955","15,720","0,65K","-0,75%"
"14.12.2009","15,980","15,635","15,985","15,555","1,14K","2,04%"
"11.12.2009","15,660","15,580","15,750","15,550","0,86K","0,32%"
"10.12.2009","15,610","15,550","15,695","15,480","0,49K","0,52%"
"09.12.2009","15,530","15,295","15,695","15,210","0,71K","1,54%"
"08.12.2009","15,295","15,560","15,600","15,290","2,00K","-1,96%"
"07.12.2009","15,600","15,700","15,750","15,330","0,96K","-0,73%"
"04.12.2009","15,715","15,700","15,775","15,610","0,49K","0,06%"
"03.12.2009","15,705","15,390","15,740","15,345","1,54K","1,91%"
"02.12.2009","15,410","15,440","15,515","15,400","1,30K","-0,10%"
"01.12.2009","15,425","15,275","15,475","15,275","1,37K","0,78%"
"30.11.2009","15,305","15,360","15,470","15,250","1,73K","-0,62%"
"27.11.2009","15,400","15,350","15,430","15,195","0,90K","-0,58%"
"25.11.2009","15,490","15,220","15,500","15,220","2,52K","1,41%"
"24.11.2009","15,275","15,195","15,315","15,190","1,28K","0,30%"
"23.11.2009","15,230","15,120","15,320","15,120","0,45K","0,40%"
"20.11.2009","15,170","15,235","15,290","15,050","0,38K","-0,72%"
"19.11.2009","15,280","15,215","15,315","15,120","0,48K","0,53%"
"18.11.2009","15,200","15,100","15,390","15,100","0,75K","0,26%"
"17.11.2009","15,160","15,200","15,245","15,000","0,56K","-0,62%"
"16.11.2009","15,255","14,880","15,290","14,880","0,65K","3,99%"
"13.11.2009","14,670","14,645","14,670","14,645","","1,31%"
"12.11.2009","14,480","14,700","14,700","14,600","0,07K","-2,79%"
"11.11.2009","14,895","14,895","14,895","14,895","0,37K","-1,81%"
"10.11.2009","15,170","15,095","15,095","15,065","0,46K","0,70%"
"09.11.2009","15,065","15,065","15,065","15,065","0,09K","0,77%"
"06.11.2009","14,950","14,950","14,950","14,950","0,10K","-0,10%"
"05.11.2009","14,965","14,965","14,965","14,965","0,02K","0,03%"
"04.11.2009","14,960","14,960","14,960","14,960","0,00K","0,57%"
"03.11.2009","14,875","14,790","14,945","14,730","0,06K","0,57%"
"02.11.2009","14,790","14,315","14,810","14,315","0,17K","2,99%"
"30.10.2009","14,360","14,215","14,455","14,215","0,25K","1,99%"
"29.10.2009","14,080","13,875","14,340","13,875","0,85K","1,19%"
"28.10.2009","13,915","13,600","13,950","13,590","1,25K","3,04%"
"27.10.2009","13,505","13,425","13,685","13,425","0,55K","0,67%"
"26.10.2009","13,415","13,400","13,615","13,390","0,50K","-0,11%"
"23.10.2009","13,430","13,560","13,695","13,385","1,03K","-0,85%"
"22.10.2009","13,545","13,585","13,700","13,520","0,77K","-0,44%"
"21.10.2009","13,605","13,485","13,790","13,485","0,58K","0,29%"
"20.10.2009","13,565","13,860","13,860","13,370","0,83K","-2,20%"
"19.10.2009","13,870","13,630","13,895","13,570","0,61K","1,57%"
"16.10.2009","13,655","13,800","13,885","13,570","1,42K","-1,01%"
"15.10.2009","13,795","14,025","14,140","13,600","0,68K","-1,75%"
"14.10.2009","14,040","13,890","14,290","13,885","1,04K","1,01%"
"13.10.2009","13,900","13,790","14,005","13,780","1,14K","0,76%"
"12.10.2009","13,795","13,395","13,890","13,395","1,36K","2,95%"
"09.10.2009","13,400","13,480","13,620","13,285","0,90K","-0,59%"
"08.10.2009","13,480","13,245","13,590","13,195","0,81K","1,93%"
"07.10.2009","13,225","13,150","13,250","13,095","0,46K","0,57%"
"06.10.2009","13,150","13,105","13,230","13,050","0,59K","0,15%"
"05.10.2009","13,130","13,100","13,185","13,060","0,49K","0,19%"
"02.10.2009","13,105","13,250","13,285","13,100","0,48K","-1,50%"
"01.10.2009","13,305","13,310","13,380","13,195","0,70K","-0,08%"
"30.09.2009","13,315","13,290","13,385","13,225","0,71K","0,08%"
"29.09.2009","13,305","13,200","13,375","13,170","0,76K","0,76%"
"28.09.2009","13,205","13,100","13,230","13,030","0,49K","0,92%"
"25.09.2009","13,085","13,100","13,155","13,030","0,95K","0,19%"
"24.09.2009","13,060","13,205","13,205","13,000","0,57K","-1,06%"
"23.09.2009","13,200","13,230","13,280","13,100","0,54K","-0,38%"
"22.09.2009","13,250","13,420","13,455","13,210","0,35K","-1,56%"
"21.09.2009","13,460","13,500","13,700","13,315","0,38K","-0,04%"
"18.09.2009","13,465","13,280","13,505","13,235","0,44K","1,39%"
"17.09.2009","13,280","13,270","13,310","13,195","0,33K","0,08%"
"16.09.2009","13,270","13,315","13,375","13,210","0,33K","-0,34%"
"15.09.2009","13,315","13,185","13,420","13,100","0,49K","2,42%"
"14.09.2009","13,000","13,000","13,000","13,000","0,00K","-2,48%"
"11.09.2009","13,330","13,795","13,795","13,310","0,10K","-3,55%"
"10.09.2009","13,820","13,790","13,790","13,790","0,03K","-0,07%"
"09.09.2009","13,830","13,715","13,830","13,715","0,02K","0,66%"
"08.09.2009","13,740","13,730","13,820","13,730","0,09K","-1,33%"
"04.09.2009","13,925","13,880","13,905","13,880","0,11K","0,18%"
"03.09.2009","13,900","13,735","13,945","13,735","0,31K","2,02%"
"02.09.2009","13,625","13,660","13,660","13,625","0,00K","-0,66%"
"01.09.2009","13,715","13,825","13,850","13,770","0,28K","-1,01%"
"31.08.2009","13,855","13,575","13,815","13,575","0,06K","2,55%"
"28.08.2009","13,510","13,185","13,695","13,140","0,78K","2,74%"
"27.08.2009","13,150","13,180","13,180","13,095","0,38K","0,00%"
"26.08.2009","13,150","13,300","13,300","13,225","0,22K","-0,53%"
"25.08.2009","13,220","13,240","13,300","13,205","0,21K","0,11%"
"24.08.2009","13,205","13,320","13,440","13,100","0,31K","0,61%"
"21.08.2009","13,125","13,100","13,235","13,085","0,22K","-0,49%"
"20.08.2009","13,190","13,180","13,245","13,050","0,17K","0,04%"
"19.08.2009","13,185","13,300","13,300","13,145","0,27K","-0,83%"
"18.08.2009","13,295","13,240","13,335","13,200","0,17K","0,08%"
"17.08.2009","13,285","13,400","13,600","13,115","2,01K","-0,11%"
"14.08.2009","13,300","13,300","13,370","13,165","0,40K","0,00%"
"13.08.2009","13,300","13,460","13,540","13,265","0,73K","-0,64%"
"12.08.2009","13,385","13,685","13,685","13,250","1,01K","-2,44%"
"11.08.2009","13,720","13,885","13,955","13,685","0,58K","-1,26%"
"10.08.2009","13,895","13,860","14,060","13,790","0,36K","0,22%"
"07.08.2009","13,865","13,685","13,940","13,685","0,27K","1,13%"
"06.08.2009","13,710","13,760","13,795","13,635","0,28K","-0,58%"
"05.08.2009","13,790","13,815","13,910","13,765","0,40K","-0,18%"
"04.08.2009","13,815","13,655","13,980","13,600","0,63K","1,36%"
"03.08.2009","13,630","13,745","14,005","13,560","1,25K","-0,98%"
"31.07.2009","13,765","13,690","13,940","13,590","0,78K","0,15%"
"30.07.2009","13,745","13,770","13,940","13,700","0,84K","-0,18%"
"29.07.2009","13,770","13,810","13,820","13,545","0,56K","-0,47%"
"28.07.2009","13,835","13,750","13,880","13,595","0,61K","0,44%"
"27.07.2009","13,775","13,410","13,810","13,370","1,30K","2,72%"
"24.07.2009","13,410","13,290","13,500","13,270","0,22K","0,26%"
"23.07.2009","13,375","13,440","13,490","13,200","0,25K","-0,52%"
"22.07.2009","13,445","13,315","13,450","13,260","0,30K","0,86%"
"21.07.2009","13,330","13,335","13,390","13,095","0,33K","-0,26%"
"20.07.2009","13,365","12,845","13,370","12,815","0,57K","3,05%"
"17.07.2009","12,970","13,015","13,050","12,830","0,17K","-0,80%"
"16.07.2009","13,075","12,890","13,100","12,850","0,21K","1,44%"
"15.07.2009","12,890","13,105","13,260","12,760","0,37K","0,04%"
"14.07.2009","12,885","12,990","13,100","12,885","0,12K","-0,04%"
"13.07.2009","12,890","12,900","12,990","12,900","0,02K","-0,08%"
"10.07.2009","12,900","12,985","12,990","12,900","0,02K","3,20%"
"09.07.2009","12,500","12,440","12,520","12,440","0,05K","0,60%"
"08.07.2009","12,425","12,425","12,425","12,425","0,01K","-0,20%"
"07.07.2009","12,450","12,440","12,450","12,440","0,07K","0,08%"
"06.07.2009","12,440","12,440","12,440","12,440","0,00K","-2,62%"
"02.07.2009","12,775","12,600","12,790","12,600","","2,78%"
"01.07.2009","12,430","12,285","12,500","12,190","0,06K","1,64%"
"30.06.2009","12,230","11,945","12,230","11,920","0,15K","2,39%"
"29.06.2009","11,945","12,150","12,235","11,930","0,76K","-1,53%"
"26.06.2009","12,130","12,250","12,250","12,120","0,23K","-1,62%"
"25.06.2009","12,330","12,450","12,450","12,230","0,15K","-1,36%"
"24.06.2009","12,500","12,380","12,500","12,160","0,31K","1,34%"
"23.06.2009","12,335","12,195","12,390","12,100","0,12K","1,52%"
"22.06.2009","12,150","12,190","12,260","12,110","0,17K","-1,22%"
"19.06.2009","12,300","12,400","12,460","12,075","0,26K","-0,69%"
"18.06.2009","12,385","12,110","12,570","12,060","0,24K","2,61%"
"17.06.2009","12,070","12,230","12,240","12,070","0,41K","-1,95%"
"16.06.2009","12,310","12,475","12,475","12,150","0,50K","-1,72%"
"15.06.2009","12,525","12,955","12,955","12,500","0,44K","-3,09%"
"12.06.2009","12,925","12,980","12,985","12,825","0,17K","-0,27%"
"11.06.2009","12,960","12,660","12,970","12,645","0,40K","1,45%"
"10.06.2009","12,775","12,940","13,030","12,660","0,77K","-1,39%"
"09.06.2009","12,955","12,475","12,975","12,355","0,68K","3,85%"
"08.06.2009","12,475","12,650","12,680","12,380","0,16K","-1,11%"
"05.06.2009","12,615","12,720","12,860","12,500","0,44K","-1,14%"
"04.06.2009","12,760","12,450","12,775","12,450","0,54K","2,28%"
"03.06.2009","12,475","12,425","12,555","12,355","0,38K","0,00%"
"02.06.2009","12,475","12,780","12,780","12,350","0,42K","-0,76%"
"01.06.2009","12,570","12,345","12,605","12,345","0,90K","1,82%"
"29.05.2009","12,345","12,135","12,405","12,085","0,87K","1,90%"
"28.05.2009","12,115","11,940","12,145","11,940","0,65K","1,17%"
"27.05.2009","11,975","11,960","12,045","11,875","0,36K","0,55%"
"26.05.2009","11,910","12,080","12,090","11,770","0,76K","-1,20%"
"22.05.2009","12,055","12,055","12,120","11,770","0,76K","-0,58%"
"21.05.2009","12,125","12,070","12,140","11,990","0,27K","0,12%"
"20.05.2009","12,110","11,915","12,145","11,900","0,40K","1,42%"
"19.05.2009","11,940","11,915","12,045","11,710","0,41K","-0,42%"
"18.05.2009","11,990","11,920","12,020","11,780","0,15K","0,46%"
"15.05.2009","11,935","12,080","12,140","11,755","0,64K","0,29%"
"14.05.2009","11,900","11,900","11,900","11,900","0,02K","-0,96%"
"13.05.2009","12,015","11,980","12,020","11,870","0,04K","0,04%"
"12.05.2009","12,010","12,485","12,490","12,175","0,00K","-3,53%"
"11.05.2009","12,450","12,450","12,450","12,450","","0,00%"
"08.05.2009","12,450","12,390","12,470","12,390","0,03K","-1,03%"
"07.05.2009","12,580","12,580","12,580","12,580","","-1,68%"
"06.05.2009","12,795","12,850","12,850","12,845","0,04K","0,12%"
"05.05.2009","12,780","12,800","12,800","12,735","0,02K","-0,08%"
"04.05.2009","12,790","12,750","12,750","12,750","0,01K","-1,77%"
"01.05.2009","13,020","13,020","13,020","13,020","0,01K","0,93%"
"30.04.2009","12,900","12,870","12,920","12,780","0,03K","0,39%"
"29.04.2009","12,850","12,750","12,860","12,670","0,46K","0,74%"
"28.04.2009","12,755","12,730","12,820","12,530","1,06K","0,28%"
"27.04.2009","12,720","12,785","12,845","12,525","0,20K","-1,13%"
"24.04.2009","12,865","12,905","12,960","12,750","0,37K","-0,50%"
"23.04.2009","12,930","12,820","12,940","12,685","0,22K","0,82%"
"22.04.2009","12,825","12,835","13,025","12,780","0,37K","-0,47%"
"21.04.2009","12,885","12,720","12,920","12,570","0,19K","0,98%"
"20.04.2009","12,760","12,800","12,870","12,360","0,47K","-0,58%"
"17.04.2009","12,835","12,940","13,045","12,730","0,34K","-1,08%"
"16.04.2009","12,975","13,130","13,195","12,840","0,53K","-1,22%"
"15.04.2009","13,135","13,300","13,350","13,100","0,40K","-1,24%"
"14.04.2009","13,300","13,160","13,400","13,095","0,40K","0,11%"
"13.04.2009","13,285","13,450","13,470","12,975","0,23K","-0,82%"
"09.04.2009","13,395","12,890","13,395","12,870","0,71K","3,88%"
"08.04.2009","12,895","12,900","12,930","12,740","0,24K","-0,04%"
"07.04.2009","12,900","12,850","12,925","12,725","0,18K","0,27%"
"06.04.2009","12,865","12,850","12,920","12,525","0,41K","0,67%"
"03.04.2009","12,780","12,630","12,850","12,600","0,29K","1,19%"
"02.04.2009","12,630","12,240","12,660","12,240","0,24K","3,19%"
"01.04.2009","12,240","12,410","12,410","12,110","0,52K","-1,37%"
"31.03.2009","12,410","11,970","12,480","11,970","0,62K","3,29%"
"30.03.2009","12,015","12,370","12,440","11,925","0,54K","-2,91%"
"27.03.2009","12,375","12,605","12,710","12,280","0,22K","-1,90%"
"26.03.2009","12,615","12,250","12,700","12,250","0,22K","2,52%"
"25.03.2009","12,305","12,370","12,560","12,230","0,46K","-1,09%"
"24.03.2009","12,440","12,600","12,600","12,270","0,23K","-1,93%"
"23.03.2009","12,685","12,715","13,040","12,550","0,38K","-1,09%"
"20.03.2009","12,825","12,510","12,930","12,510","0,49K","2,27%"
"19.03.2009","12,540","12,190","12,580","11,675","0,67K","3,72%"
"18.03.2009","12,090","12,175","12,355","11,970","0,33K","1,13%"
"17.03.2009","11,955","11,350","11,955","11,305","0,51K","4,36%"
"16.03.2009","11,455","11,645","11,645","11,195","0,32K","-0,39%"
"13.03.2009","11,500","11,750","11,750","11,500","","-3,20%"
"12.03.2009","11,880","11,755","11,920","11,750","0,01K","-2,94%"
"11.03.2009","12,240","12,645","12,645","12,330","0,01K","-3,28%"
"10.03.2009","12,655","12,260","12,610","12,260","0,03K","3,39%"
"09.03.2009","12,240","12,025","12,080","12,025","0,01K","0,99%"
"06.03.2009","12,120","12,025","12,025","12,025","0,00K","1,47%"
"05.03.2009","11,945","12,020","12,120","11,820","0,02K","-1,53%"
"04.03.2009","12,130","12,200","12,200","12,170","0,06K","0,29%"
"03.03.2009","12,095","12,035","12,110","12,035","0,02K","-0,62%"
"02.03.2009","12,170","12,270","12,270","12,225","0,04K","-1,58%"
"27.02.2009","12,365","12,415","12,445","12,100","0,26K","0,41%"
"26.02.2009","12,315","12,490","12,550","12,300","0,47K","-0,20%"
"25.02.2009","12,340","11,865","12,480","11,865","0,53K","2,83%"
"24.02.2009","12,000","12,000","12,135","11,905","0,44K","-0,66%"
"23.02.2009","12,080","11,935","12,250","11,835","0,64K","0,79%"
"20.02.2009","11,985","12,170","12,470","11,960","0,53K","-2,48%"
"19.02.2009","12,290","12,150","12,445","12,030","0,62K","1,11%"
"18.02.2009","12,155","12,065","12,190","12,000","0,63K","0,62%"
"17.02.2009","12,080","12,500","12,570","12,050","0,71K","-3,44%"
"13.02.2009","12,510","12,640","12,710","12,340","0,48K","-0,67%"
"12.02.2009","12,595","12,615","12,800","12,490","0,45K","0,32%"
"11.02.2009","12,555","12,510","12,655","12,325","0,34K","-0,40%"
"10.02.2009","12,605","13,100","13,250","12,605","0,51K","-3,82%"
"09.02.2009","13,105","12,760","13,280","12,700","0,65K","2,50%"
"06.02.2009","12,785","12,400","12,945","12,360","0,54K","2,73%"
"05.02.2009","12,445","12,060","12,470","12,060","0,39K","3,62%"
"04.02.2009","12,010","11,985","12,065","11,800","0,31K","0,21%"
"03.02.2009","11,985","12,090","12,230","11,880","0,49K","-0,70%"
"02.02.2009","12,070","11,740","12,110","11,670","0,51K","2,55%"
"30.01.2009","11,770","11,750","11,950","11,550","0,88K","-0,25%"
"29.01.2009","11,800","12,330","12,400","11,800","0,96K","-4,07%"
"28.01.2009","12,300","12,370","12,490","12,250","0,42K","-0,24%"
"27.01.2009","12,330","12,400","12,450","12,330","0,46K","-1,00%"
"26.01.2009","12,455","12,740","12,740","12,365","0,53K","-2,31%"
"23.01.2009","12,750","12,660","12,890","12,600","0,58K","0,43%"
"22.01.2009","12,695","12,995","12,995","12,665","0,66K","-2,53%"
"21.01.2009","13,025","13,090","13,165","12,750","0,47K","-0,91%"
"20.01.2009","13,145","13,650","13,890","13,145","0,57K","-3,66%"
"16.01.2009","13,645","13,510","13,750","13,510","0,37K","1,00%"
"15.01.2009","13,510","13,450","13,660","13,315","0,35K","-2,31%"
"14.01.2009","13,830","13,800","13,850","13,800","0,01K","0,88%"
"13.01.2009","13,710","14,050","14,050","14,050","0,00K","-5,84%"
"12.01.2009","14,560","15,080","15,080","14,530","0,02K","-3,45%"
"09.01.2009","15,080","14,985","15,000","14,960","0,02K","1,89%"
"08.01.2009","14,800","14,950","15,120","14,800","0,10K","-0,47%"
"07.01.2009","14,870","15,000","15,145","14,850","0,15K","-0,87%"
"06.01.2009","15,000","15,010","15,235","14,655","0,30K","-0,53%"
"05.01.2009","15,080","14,910","15,130","14,850","0,02K","-1,41%"
"02.01.2009","15,295","15,325","15,540","15,140","0,11K","-0,29%"
"31.12.2008","15,340","15,275","15,475","15,050","0,07K","-0,23%"
"30.12.2008","15,375","15,805","15,805","15,240","0,26K","-0,36%"
"29.12.2008","15,430","15,300","15,595","15,300","0,34K","2,22%"
"26.12.2008","15,095","15,120","15,350","15,100","0,12K","-0,26%"
"24.12.2008","15,135","15,000","15,130","14,900","0,07K","0,13%"
"23.12.2008","15,115","15,140","15,190","15,000","0,30K","-0,03%"
"22.12.2008","15,120","14,680","15,195","14,560","0,33K","1,58%"
"19.12.2008","14,885","14,800","14,985","14,630","0,10K","-0,77%"
"18.12.2008","15,000","14,885","14,995","14,550","0,14K","0,13%"
"17.12.2008","14,980","15,200","15,325","14,660","0,42K","-0,86%"
"16.12.2008","15,110","15,050","15,200","14,950","0,14K","0,43%"
"15.12.2008","15,045","14,965","15,170","14,895","0,24K","1,01%"
"12.12.2008","14,895","14,560","14,925","14,160","0,27K","2,37%"
"11.12.2008","14,550","14,035","14,580","13,980","0,35K","3,34%"
"10.12.2008","14,080","14,250","14,320","13,960","0,25K","-1,81%"
"09.12.2008","14,340","14,590","14,830","14,070","0,35K","-1,04%"
"08.12.2008","14,490","14,130","14,630","14,050","0,50K","2,55%"
"05.12.2008","14,130","13,700","14,190","13,250","0,88K","3,21%"
"04.12.2008","13,690","13,420","13,705","13,220","0,58K","3,67%"
"03.12.2008","13,205","13,075","13,320","12,895","0,63K","1,66%"
"02.12.2008","12,990","13,000","13,200","12,770","0,49K","-0,54%"
"01.12.2008","13,060","13,210","13,375","12,870","0,57K","-1,14%"
"28.11.2008","13,210","13,690","13,960","13,130","0,33K","-2,83%"
"26.11.2008","13,595","13,145","13,830","13,140","0,24K","0,74%"
"25.11.2008","13,495","13,830","14,035","13,490","0,30K","-2,28%"
"24.11.2008","13,810","13,230","13,815","13,115","0,29K","3,72%"
"21.11.2008","13,315","13,320","13,390","13,110","0,38K","-0,75%"
"20.11.2008","13,415","13,745","13,745","13,315","0,31K","-2,40%"
"19.11.2008","13,745","13,780","14,020","13,600","0,37K","-1,01%"
"18.11.2008","13,885","13,940","14,160","13,755","0,74K","-0,96%"
"17.11.2008","14,020","14,400","14,400","13,910","0,15K","-2,06%"
"14.11.2008","14,315","14,350","14,750","14,070","","0,70%"
"13.11.2008","14,215","14,000","14,215","13,700","0,15K","0,18%"
"12.11.2008","14,190","14,245","14,300","14,100","0,17K","-3,86%"
"11.11.2008","14,760","14,940","14,940","14,685","0,11K","-2,28%"
"10.11.2008","15,105","15,420","15,420","14,950","0,09K","-0,43%"
"07.11.2008","15,170","15,120","15,200","14,865","0,14K","-0,46%"
"06.11.2008","15,240","15,500","15,500","15,200","0,16K","-2,25%"
"05.11.2008","15,590","15,500","15,690","15,500","0,05K","-0,70%"
"04.11.2008","15,700","15,085","15,810","15,010","0,06K","3,66%"
"03.11.2008","15,145","15,110","15,420","15,035","0,13K","0,66%"
"31.10.2008","15,045","15,250","15,325","14,955","0,39K","-1,60%"
"30.10.2008","15,290","15,455","15,640","15,070","0,72K","-0,59%"
"29.10.2008","15,380","15,100","15,380","14,920","0,35K","3,36%"
"28.10.2008","14,880","14,750","15,120","14,720","0,54K","1,78%"
"27.10.2008","14,620","14,445","14,755","14,310","0,61K","1,42%"
"24.10.2008","14,415","14,945","14,990","14,395","0,45K","-1,97%"
"23.10.2008","14,705","14,620","14,960","14,480","0,43K","0,55%"
"22.10.2008","14,625","15,050","15,135","14,560","0,47K","-2,63%"
"21.10.2008","15,020","15,070","15,395","14,910","0,43K","-0,63%"
"20.10.2008","15,115","15,180","15,450","15,035","0,37K","-0,72%"
"17.10.2008","15,225","15,450","15,550","15,170","0,50K","-1,23%"
"16.10.2008","15,415","15,350","15,445","14,850","0,59K","0,42%"
"15.10.2008","15,350","15,660","15,885","15,310","0,55K","-2,88%"
"14.10.2008","15,805","16,150","16,150","15,765","0,75K","-2,77%"
"13.10.2008","16,255","16,270","16,670","16,215","0,36K","-0,73%"
"10.10.2008","16,375","16,875","16,980","16,365","0,95K","-2,91%"
"09.10.2008","16,865","17,350","17,535","16,860","0,98K","-2,51%"
"08.10.2008","17,300","17,650","18,110","17,290","0,57K","-2,26%"
"07.10.2008","17,700","17,665","17,800","17,315","0,44K","0,34%"
"06.10.2008","17,640","18,400","18,900","17,595","0,63K","-3,84%"
"03.10.2008","18,345","17,845","18,345","17,830","0,38K","2,80%"
"02.10.2008","17,845","18,310","18,650","17,835","0,92K","-2,67%"
"01.10.2008","18,335","18,690","19,080","18,290","1,45K","-2,96%"
"30.09.2008","18,895","19,290","19,385","18,895","0,81K","-2,58%"
"29.09.2008","19,395","19,875","19,875","19,385","1,15K","-2,46%"
"26.09.2008","19,885","20,155","20,200","19,850","0,54K","-1,46%"
"25.09.2008","20,180","19,850","20,185","19,645","0,61K","1,97%"
"24.09.2008","19,790","20,000","20,440","19,540","1,06K","-1,25%"
"23.09.2008","20,040","19,850","20,090","19,715","0,84K","1,67%"
"22.09.2008","19,710","19,480","19,710","19,465","0,25K","2,60%"
"19.09.2008","19,210","18,805","19,300","18,805","0,61K","2,18%"
"18.09.2008","18,800","18,670","19,170","18,440","0,49K","0,70%"
"17.09.2008","18,670","18,405","18,935","18,360","0,37K","0,73%"
"16.09.2008","18,535","18,990","19,025","18,535","0,50K","-2,63%"
"15.09.2008","19,035","19,100","19,340","18,580","0,54K","-0,86%"
"12.09.2008","19,200","19,470","19,540","19,085","","-0,98%"
"11.09.2008","19,390","19,250","19,250","19,250","0,17K","2,32%"
"10.09.2008","18,950","18,800","19,155","18,800","0,20K","0,74%"
"09.09.2008","18,810","19,110","19,110","19,110","0,25K","-3,29%"
"08.09.2008","19,450","19,100","19,600","19,100","0,29K","2,91%"
"05.09.2008","18,900","18,715","19,020","18,715","0,08K","0,75%"
"04.09.2008","18,760","18,400","18,960","18,400","0,11K","1,74%"
"03.09.2008","18,440","18,280","18,550","18,225","0,47K","1,60%"
"02.09.2008","18,150","18,380","18,410","18,200","0,05K","-3,97%"
"29.08.2008","18,900","18,440","18,900","18,440","0,36K","3,34%"
"28.08.2008","18,290","18,335","18,390","18,220","0,45K","-0,27%"
"27.08.2008","18,340","18,515","18,720","18,340","0,42K","-0,70%"
"26.08.2008","18,470","18,300","18,470","18,050","0,48K","1,21%"
"25.08.2008","18,250","18,070","18,370","18,070","0,18K","1,39%"
"22.08.2008","18,000","18,085","18,090","17,375","0,22K","-0,28%"
"21.08.2008","18,050","17,595","18,050","17,570","0,35K","2,85%"
"20.08.2008","17,550","17,305","17,800","17,300","0,37K","2,30%"
"19.08.2008","17,155","16,645","17,155","16,425","0,43K","3,00%"
"18.08.2008","16,655","16,320","16,660","16,050","0,28K","3,06%"
"15.08.2008","16,160","16,180","16,200","15,905","0,47K","0,25%"
"14.08.2008","16,120","16,510","16,620","15,930","0,28K","-2,42%"
"13.08.2008","16,520","15,980","16,520","15,830","0,28K","3,12%"
"12.08.2008","16,020","16,250","16,270","15,850","0,31K","-1,42%"
"11.08.2008","16,250","16,065","16,460","16,000","0,19K","1,82%"
"08.08.2008","15,960","16,150","16,195","15,900","0,22K","-0,99%"
"07.08.2008","16,120","15,925","16,215","15,885","0,20K","1,51%"
"06.08.2008","15,880","16,220","16,220","15,870","0,40K","-1,98%"
"05.08.2008","16,200","16,020","16,330","16,020","0,42K","0,93%"
"04.08.2008","16,050","16,370","16,460","16,030","0,96K","-1,89%"
"01.08.2008","16,360","16,600","16,690","16,360","1,02K","-1,33%"
"31.07.2008","16,580","16,585","16,830","16,500","0,95K","-0,27%"
"30.07.2008","16,625","16,580","16,850","16,525","0,83K","-0,03%"
"29.07.2008","16,630","16,860","16,860","16,500","0,67K","-1,01%"
"28.07.2008","16,800","16,730","17,215","16,670","0,76K","0,48%"
"25.07.2008","16,720","16,670","16,800","16,520","0,48K","0,30%"
"24.07.2008","16,670","16,670","16,775","16,510","0,65K","-0,60%"
"23.07.2008","16,770","17,225","17,310","16,770","0,41K","-2,90%"
"22.07.2008","17,270","17,590","17,630","17,205","0,42K","-1,93%"
"21.07.2008","17,610","17,900","17,910","17,600","0,27K","-1,07%"
"18.07.2008","17,800","17,750","18,000","17,640","0,30K","-0,17%"
"17.07.2008","17,830","17,850","18,040","17,700","0,18K","0,17%"
"16.07.2008","17,800","17,810","17,920","17,605","0,18K","0,00%"
"15.07.2008","17,800","17,900","17,940","17,710","0,15K","-10,73%"
"14.07.2008","19,940","20,045","20,200","20,045","0,04K","0,71%"
"11.07.2008","19,800","20,100","20,100","19,800","0,01K","-5,49%"
