"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"27.12.2024","13,940","13,920","13,940","13,925","0,00K","0,18%"
"26.12.2024","13,915","14,065","14,065","13,905","0,00K","-0,96%"
"24.12.2024","14,050","14,100","14,135","13,885","0,69K","0,29%"
"23.12.2024","14,010","14,155","14,285","13,690","1,28K","-0,46%"
"20.12.2024","14,075","14,445","14,470","13,935","0,95K","-2,32%"
"19.12.2024","14,410","14,820","14,820","14,400","0,90K","-2,73%"
"18.12.2024","14,815","14,995","14,995","14,780","0,82K","-1,10%"
"17.12.2024","14,980","14,950","15,000","14,900","1,04K","0,20%"
"16.12.2024","14,950","15,015","15,025","14,940","1,09K","-0,20%"
"13.12.2024","14,980","15,020","15,040","14,965","0,58K","-0,17%"
"12.12.2024","15,005","15,040","15,105","14,995","0,62K","-0,20%"
"11.12.2024","15,035","15,080","15,125","15,010","0,50K","-0,36%"
"10.12.2024","15,090","15,105","15,130","15,075","0,42K","-0,13%"
"09.12.2024","15,110","15,050","15,140","15,035","0,81K","0,17%"
"06.12.2024","15,085","15,110","15,175","15,070","0,32K","-0,46%"
"05.12.2024","15,155","15,180","15,225","15,085","0,54K","0,10%"
"04.12.2024","15,140","15,250","15,285","14,980","0,69K","-1,01%"
"03.12.2024","15,295","15,290","15,315","15,160","1,14K","0,03%"
"02.12.2024","15,290","15,240","15,300","15,150","0,72K","0,49%"
"29.11.2024","15,215","15,170","15,250","15,155","0,58K","0,30%"
"27.11.2024","15,170","15,125","15,250","15,085","0,75K","0,30%"
"26.11.2024","15,125","14,905","15,150","14,885","0,52K","1,27%"
"25.11.2024","14,935","15,115","15,130","14,855","0,63K","-1,39%"
"22.11.2024","15,145","15,145","15,175","15,010","0,35K","-0,16%"
"21.11.2024","15,170","15,090","15,225","15,090","0,74K","0,33%"
"20.11.2024","15,120","15,060","15,150","14,975","0,34K","0,17%"
"19.11.2024","15,095","15,140","15,290","15,015","0,68K","-0,46%"
"18.11.2024","15,165","15,050","15,375","15,030","1,67K","0,80%"
"15.11.2024","15,045","14,610","15,105","14,610","0,97K","2,52%"
"14.11.2024","14,675","14,765","14,765","14,765","0,00K","-1,77%"
"13.11.2024","14,940","14,940","14,940","14,940","0,01K","0,88%"
"12.11.2024","14,810","14,730","14,820","14,730","0,02K","1,79%"
"11.11.2024","14,550","14,550","14,550","14,550","0,00K","1,32%"
"08.11.2024","14,360","14,360","14,360","14,360","0,00K","-0,28%"
"07.11.2024","14,400","14,400","14,400","14,400","0,01K","-0,41%"
"06.11.2024","14,460","14,590","14,630","14,590","0,00K","-0,07%"
"05.11.2024","14,470","14,470","14,470","14,470","","-1,63%"
"04.11.2024","14,710","14,710","14,710","14,710","","-0,68%"
"01.11.2024","14,810","14,785","14,850","14,735","0,79K","0,75%"
"31.10.2024","14,700","14,795","14,825","14,665","1,51K","-0,07%"
"30.10.2024","14,710","14,995","15,010","14,650","1,74K","-2,03%"
"29.10.2024","15,015","15,025","15,090","14,970","1,09K","-0,27%"
"28.10.2024","15,055","15,080","15,130","15,025","1,21K","-0,20%"
"25.10.2024","15,085","15,025","15,100","15,000","1,71K","0,17%"
"24.10.2024","15,060","15,150","15,150","15,005","1,51K","-0,79%"
"23.10.2024","15,180","15,155","15,280","15,125","1,21K","0,03%"
"22.10.2024","15,175","15,130","15,280","15,080","0,90K","0,40%"
"21.10.2024","15,115","15,155","15,190","15,090","1,85K","-0,26%"
"18.10.2024","15,155","15,155","15,165","15,105","0,81K","-0,10%"
"17.10.2024","15,170","15,200","15,275","15,125","0,84K","-0,46%"
"16.10.2024","15,240","15,165","15,360","15,055","0,78K","0,20%"
"15.10.2024","15,210","15,320","15,335","15,090","0,56K","-0,26%"
"14.10.2024","15,250","15,130","15,380","15,125","0,32K","0,76%"
"11.10.2024","15,135","15,225","15,225","15,090","0,16K","-0,69%"
"10.10.2024","15,240","15,330","15,340","15,165","0,37K","-0,42%"
"09.10.2024","15,305","15,275","15,380","15,275","0,23K","0,26%"
"08.10.2024","15,265","15,255","15,400","15,205","0,28K","0,16%"
"07.10.2024","15,240","15,280","15,425","15,225","0,22K","-0,03%"
"04.10.2024","15,245","15,300","15,435","15,215","0,12K","-0,46%"
"03.10.2024","15,315","15,200","15,440","15,200","0,05K","-0,13%"
"02.10.2024","15,335","15,355","15,355","15,210","0,04K","-1,00%"
"01.10.2024","15,490","15,430","15,530","15,335","0,10K","0,06%"
"30.09.2024","15,480","15,260","15,565","15,095","0,22K","1,38%"
"27.09.2024","15,270","15,130","15,460","15,105","0,25K","1,13%"
"26.09.2024","15,100","15,215","15,260","15,075","0,05K","-0,76%"
"25.09.2024","15,215","15,385","15,385","15,140","0,17K","-1,33%"
"24.09.2024","15,420","15,610","15,630","15,285","0,18K","-1,60%"
"23.09.2024","15,670","15,680","15,680","15,610","0,11K","-0,06%"
"20.09.2024","15,680","15,600","15,690","15,555","0,09K","0,19%"
"19.09.2024","15,650","15,600","15,650","15,535","0,09K","0,32%"
"18.09.2024","15,600","15,490","15,585","15,420","0,22K","0,61%"
"17.09.2024","15,505","15,275","15,505","15,275","0,17K","0,36%"
"16.09.2024","15,450","15,380","15,450","15,200","0,04K","1,21%"
"13.09.2024","15,265","15,145","15,300","15,145","0,45K","0,13%"
"12.09.2024","15,245","15,095","15,385","15,095","0,83K","0,93%"
"11.09.2024","15,105","14,910","15,200","14,790","0,46K","1,41%"
"10.09.2024","14,895","14,710","14,990","14,690","0,71K","1,19%"
"09.09.2024","14,720","15,090","15,210","14,680","0,83K","-2,45%"
"06.09.2024","15,090","15,280","15,310","15,005","0,65K","-1,44%"
"05.09.2024","15,310","15,210","15,340","15,180","0,83K","0,56%"
"04.09.2024","15,225","14,935","15,300","14,835","0,90K","1,94%"
"03.09.2024","14,935","14,800","14,990","14,795","0,46K","1,01%"
"30.08.2024","14,785","14,825","14,895","14,750","0,67K","-0,44%"
"29.08.2024","14,850","15,150","15,155","14,795","0,56K","-1,95%"
"28.08.2024","15,145","15,170","15,200","15,040","0,72K","0,03%"
"27.08.2024","15,140","15,020","15,180","14,985","1,13K","0,63%"
"26.08.2024","15,045","15,035","15,140","14,975","1,09K","0,07%"
"23.08.2024","15,035","14,950","15,045","14,825","1,09K","0,50%"
"22.08.2024","14,960","14,810","14,990","14,805","0,60K","0,74%"
"21.08.2024","14,850","14,995","14,995","14,825","0,73K","-0,90%"
"20.08.2024","14,985","14,995","15,090","14,885","1,21K","0,07%"
"19.08.2024","14,975","14,730","14,995","14,660","0,86K","1,70%"
"16.08.2024","14,725","14,850","14,850","14,720","0,53K","-0,84%"
"15.08.2024","14,850","15,065","15,065","14,805","0,63K","-1,69%"
"14.08.2024","15,105","14,955","15,195","14,950","0,58K","1,00%"
"13.08.2024","14,955","14,770","15,160","14,720","0,77K","1,39%"
"12.08.2024","14,750","15,000","15,000","14,740","0,42K","-1,90%"
"09.08.2024","15,035","15,175","15,295","15,010","0,21K","-1,25%"
"08.08.2024","15,225","15,375","15,375","15,110","0,32K","-1,04%"
"07.08.2024","15,385","15,400","15,440","15,315","0,24K","-0,19%"
"06.08.2024","15,415","15,395","15,435","15,305","0,20K","-0,26%"
"05.08.2024","15,455","15,170","15,510","15,170","0,23K","1,81%"
"02.08.2024","15,180","15,310","15,310","15,170","0,09K","-0,91%"
"01.08.2024","15,320","15,465","15,620","15,065","0,33K","-1,16%"
"31.07.2024","15,500","15,285","15,530","15,285","0,20K","0,19%"
"30.07.2024","15,470","15,400","15,485","15,310","0,16K","0,45%"
"29.07.2024","15,400","15,370","15,465","15,235","0,10K","-0,13%"
"26.07.2024","15,420","15,235","15,410","15,190","0,16K","1,21%"
"25.07.2024","15,235","15,030","15,260","15,000","0,08K","1,43%"
"24.07.2024","15,020","15,005","15,280","14,900","0,13K","0,47%"
"23.07.2024","14,950","14,810","15,010","14,730","0,13K","0,74%"
"22.07.2024","14,840","14,540","14,995","14,540","0,23K","2,45%"
"19.07.2024","14,485","14,515","14,560","14,435","0,17K","-0,31%"
"18.07.2024","14,530","14,680","14,705","14,510","0,11K","-0,95%"
"17.07.2024","14,670","14,645","14,795","14,645","0,16K","0,17%"
"16.07.2024","14,645","14,960","14,960","14,630","0,12K","-1,97%"
"15.07.2024","14,940","14,860","15,050","14,850","0,08K","2,08%"
"12.07.2024","14,635","14,680","14,710","14,550","0,38K","-0,17%"
"11.07.2024","14,660","14,560","14,740","14,545","0,49K","0,86%"
"10.07.2024","14,535","14,660","14,765","14,520","0,68K","-0,45%"
"09.07.2024","14,600","14,790","14,920","14,595","0,62K","-1,28%"
"08.07.2024","14,790","14,565","14,980","14,560","0,64K","1,58%"
"05.07.2024","14,560","15,005","15,085","14,545","1,12K","-2,87%"
"03.07.2024","14,990","15,055","15,100","14,985","0,61K","-0,46%"
"02.07.2024","15,060","15,135","15,345","15,050","0,81K","-0,36%"
"01.07.2024","15,115","15,390","15,470","15,015","0,91K","-1,79%"
"28.06.2024","15,390","15,470","15,485","15,355","0,65K","-0,36%"
"27.06.2024","15,445","15,595","15,595","15,440","0,35K","-0,23%"
"26.06.2024","15,480","15,430","15,660","15,430","0,57K","0,10%"
"25.06.2024","15,465","15,560","15,635","15,410","0,46K","-0,58%"
"24.06.2024","15,555","15,570","15,710","15,535","0,39K","-0,26%"
"21.06.2024","15,595","15,620","15,705","15,565","0,40K","-0,42%"
"20.06.2024","15,660","15,725","15,770","15,620","0,67K","-0,63%"
"18.06.2024","15,760","15,530","15,780","15,450","0,47K","1,22%"
"17.06.2024","15,570","15,705","15,830","15,540","0,78K","-0,80%"
"14.06.2024","15,695","15,600","15,750","15,555","0,63K","0,96%"
"13.06.2024","15,545","15,330","15,600","15,295","0,51K","1,53%"
"12.06.2024","15,310","15,435","15,460","15,295","0,22K","-0,68%"
"11.06.2024","15,415","15,490","15,540","15,400","0,15K","-0,58%"
"10.06.2024","15,505","15,485","15,600","15,330","0,31K","-0,29%"
"07.06.2024","15,550","15,545","15,550","15,320","0,23K","0,65%"
"06.06.2024","15,450","15,410","15,595","15,310","0,28K","-0,13%"
"05.06.2024","15,470","15,385","15,695","15,180","0,52K","0,42%"
"04.06.2024","15,405","15,550","15,595","15,390","0,27K","-1,41%"
"03.06.2024","15,625","15,620","15,720","15,470","0,32K","-0,98%"
"31.05.2024","15,780","15,660","15,800","15,570","0,32K","0,99%"
"30.05.2024","15,625","15,460","15,660","15,390","0,11K","0,81%"
"29.05.2024","15,500","15,505","15,515","15,390","0,12K","-0,39%"
"28.05.2024","15,560","15,660","15,660","15,535","0,05K","-0,42%"
"24.05.2024","15,625","15,650","15,660","15,470","0,12K","-0,45%"
"23.05.2024","15,695","15,760","15,800","15,650","0,07K","-0,41%"
"22.05.2024","15,760","15,610","15,800","15,600","0,31K","0,93%"
"21.05.2024","15,615","15,550","15,690","15,550","0,27K","0,39%"
"20.05.2024","15,555","15,520","15,560","15,520","0,11K","0,10%"
"17.05.2024","15,540","15,540","15,550","15,520","0,07K","0,06%"
"16.05.2024","15,530","15,495","15,550","15,450","0,07K","0,42%"
"15.05.2024","15,465","15,450","15,500","15,450","0,05K","-18,20%"
"14.05.2024","18,905","18,775","18,930","18,540","0,36K","0,96%"
"13.05.2024","18,725","19,300","19,410","18,690","0,53K","-3,30%"
"10.05.2024","19,365","18,900","19,485","18,730","0,51K","3,03%"
"09.05.2024","18,795","18,430","19,000","18,430","0,33K","1,93%"
"08.05.2024","18,440","18,385","18,500","18,380","0,23K","0,27%"
"07.05.2024","18,390","18,580","18,685","18,350","0,30K","-0,94%"
"06.05.2024","18,565","18,725","18,830","18,435","0,33K","-1,51%"
"03.05.2024","18,850","18,330","18,900","18,275","0,40K","2,78%"
"02.05.2024","18,340","19,200","19,240","18,250","0,86K","-4,70%"
"01.05.2024","19,245","19,280","19,545","19,145","0,80K","-0,18%"
"30.04.2024","19,280","19,425","19,550","19,135","0,85K","-0,92%"
"29.04.2024","19,460","18,930","19,470","18,895","0,93K","2,53%"
"26.04.2024","18,980","19,170","19,335","18,855","0,74K","-1,02%"
"25.04.2024","19,175","19,395","19,420","19,000","0,70K","-1,24%"
"24.04.2024","19,415","19,340","19,450","19,140","0,89K","0,21%"
"23.04.2024","19,375","19,200","19,440","19,080","0,73K","0,94%"
"22.04.2024","19,195","19,035","19,400","18,690","1,47K","0,31%"
"19.04.2024","19,135","19,090","19,610","18,940","1,50K","0,24%"
"18.04.2024","19,090","18,750","19,115","18,730","1,29K","1,49%"
"17.04.2024","18,810","18,220","18,830","18,220","1,27K","3,27%"
"16.04.2024","18,215","18,335","18,760","18,075","0,81K","-0,74%"
"15.04.2024","18,350","17,475","18,350","17,300","0,94K","6,38%"
"12.04.2024","17,250","16,830","17,480","16,740","0,34K","2,50%"
"11.04.2024","16,830","17,150","17,250","16,765","0,34K","-1,89%"
"10.04.2024","17,155","16,650","17,500","16,650","0,44K","3,50%"
"09.04.2024","16,575","16,295","16,685","16,220","0,40K","1,91%"
"08.04.2024","16,265","16,325","16,410","16,240","0,10K","-0,34%"
"05.04.2024","16,320","16,390","16,530","16,310","0,09K","-0,27%"
"04.04.2024","16,365","16,570","16,600","16,335","0,13K","-1,50%"
"03.04.2024","16,615","16,400","16,725","16,280","0,22K","1,34%"
"02.04.2024","16,395","16,545","16,545","16,350","0,25K","-1,35%"
"01.04.2024","16,620","16,670","16,670","16,570","0,10K","-0,42%"
"28.03.2024","16,690","16,900","16,990","16,670","0,18K","-1,15%"
"27.03.2024","16,885","17,050","17,060","16,885","0,08K","-1,26%"
"26.03.2024","17,100","17,300","17,300","17,100","0,06K","-1,47%"
"25.03.2024","17,355","17,560","17,565","17,220","0,18K","-1,42%"
"22.03.2024","17,605","17,810","17,810","17,605","0,07K","-0,96%"
"21.03.2024","17,775","17,900","17,900","17,770","0,25K","-0,86%"
"20.03.2024","17,930","17,950","17,950","17,925","0,02K","-0,22%"
"19.03.2024","17,970","18,055","18,070","17,965","0,05K","-0,28%"
"18.03.2024","18,020","18,055","18,055","17,985","0,07K","-0,25%"
"15.03.2024","18,065","18,080","18,085","18,055","0,11K","1,12%"
"14.03.2024","17,865","17,970","18,000","17,850","0,56K","-0,61%"
"13.03.2024","17,975","17,860","17,990","17,835","0,56K","0,67%"
"12.03.2024","17,855","17,915","17,920","17,830","0,44K","0,14%"
"11.03.2024","17,830","17,880","18,000","17,820","0,40K","-0,28%"
"08.03.2024","17,880","17,850","18,010","17,775","0,50K","0,34%"
"07.03.2024","17,820","17,955","18,035","17,805","1,00K","-0,61%"
"06.03.2024","17,930","18,200","18,210","17,905","1,11K","-0,97%"
"05.03.2024","18,105","18,415","18,415","18,090","0,86K","-1,25%"
"04.03.2024","18,335","18,510","18,700","18,265","0,50K","-1,48%"
"01.03.2024","18,610","18,260","18,645","18,185","0,65K","1,78%"
"29.02.2024","18,285","18,325","18,495","18,260","0,36K","-0,49%"
"28.02.2024","18,375","18,360","18,490","18,245","1,26K","0,11%"
"27.02.2024","18,355","18,600","18,600","18,215","0,93K","-1,56%"
"26.02.2024","18,645","18,855","18,935","18,565","0,68K","-1,53%"
"23.02.2024","18,935","18,825","19,070","18,450","1,04K","0,61%"
"22.02.2024","18,820","18,555","18,900","18,200","2,09K","1,65%"
"21.02.2024","18,515","18,410","18,585","18,370","0,85K","0,43%"
"20.02.2024","18,435","18,540","18,640","18,325","1,25K","-0,70%"
"16.02.2024","18,565","18,820","18,910","18,495","1,56K","-1,69%"
"15.02.2024","18,885","18,880","19,165","18,750","1,37K","0,00%"
"14.02.2024","18,885","18,565","19,030","18,565","1,21K","1,37%"
"13.02.2024","18,630","18,810","18,995","18,565","0,60K","-1,14%"
"12.02.2024","18,845","19,100","19,355","18,765","0,82K","-1,23%"
"09.02.2024","19,080","18,835","19,145","18,835","0,91K","1,30%"
"08.02.2024","18,835","18,740","18,890","18,740","0,34K","0,53%"
"07.02.2024","18,735","18,770","18,820","18,610","0,15K","-0,53%"
"06.02.2024","18,835","18,675","18,830","18,675","0,13K","1,51%"
"05.02.2024","18,555","18,645","18,700","18,560","0,06K","-0,70%"
"02.02.2024","18,685","18,490","18,690","18,490","0,10K","1,85%"
"01.02.2024","18,345","18,345","18,350","18,315","0,13K","1,30%"
"31.01.2024","18,110","18,400","18,500","18,115","0,18K","-1,71%"
"30.01.2024","18,425","18,275","18,505","18,275","0,26K","0,38%"
"29.01.2024","18,355","18,365","18,365","18,205","0,09K","0,55%"
"26.01.2024","18,255","18,270","18,270","18,150","0,09K","0,22%"
"25.01.2024","18,215","18,000","18,320","18,000","0,19K","0,80%"
"24.01.2024","18,070","17,745","18,060","17,745","0,05K","1,92%"
"23.01.2024","17,730","17,800","17,800","17,765","0,04K","-0,64%"
"22.01.2024","17,845","17,950","17,950","17,800","0,02K","-0,45%"
"19.01.2024","17,925","17,935","17,950","17,875","0,03K","0,28%"
"18.01.2024","17,875","17,945","17,945","17,865","0,03K","-0,06%"
"17.01.2024","17,885","17,540","17,690","17,540","0,00K","0,48%"
"16.01.2024","17,800","17,930","17,930","17,785","0,01K","0,74%"
"12.01.2024","17,670","17,560","17,705","17,495","0,51K","0,86%"
"11.01.2024","17,520","17,500","17,580","17,495","0,50K","0,11%"
"10.01.2024","17,500","17,575","17,610","17,450","0,29K","-0,54%"
"09.01.2024","17,595","17,460","17,620","17,440","0,39K","0,60%"
"08.01.2024","17,490","17,650","17,660","17,355","0,81K","-0,77%"
"05.01.2024","17,625","17,315","17,680","17,275","1,15K","1,94%"
"04.01.2024","17,290","17,335","17,425","17,210","0,96K","-0,14%"
"03.01.2024","17,315","17,870","18,140","17,290","1,82K","-3,97%"
"02.01.2024","18,030","17,520","18,075","17,520","1,57K","2,91%"
"29.12.2023","17,520","17,450","17,580","17,415","0,57K","0,37%"
"28.12.2023","17,455","17,500","17,515","17,390","0,90K","-0,43%"
"27.12.2023","17,530","17,595","17,690","17,495","0,95K","-0,43%"
"26.12.2023","17,605","17,695","17,720","17,590","0,55K","-0,45%"
"22.12.2023","17,685","17,650","17,730","17,580","0,66K","0,34%"
"21.12.2023","17,625","17,610","17,740","17,610","1,20K","-0,17%"
"20.12.2023","17,655","17,565","17,675","17,510","1,64K","0,74%"
"19.12.2023","17,525","17,690","17,725","17,455","1,93K","-0,82%"
"18.12.2023","17,670","17,425","17,740","17,400","0,89K","1,46%"
"15.12.2023","17,415","17,430","17,540","17,295","1,50K","0,14%"
"14.12.2023","17,390","17,310","17,475","17,215","0,62K","1,05%"
"13.12.2023","17,210","17,120","17,355","17,095","1,04K","0,41%"
"12.12.2023","17,140","17,245","17,280","17,130","0,56K","-1,10%"
"11.12.2023","17,330","17,270","17,355","17,130","0,38K","0,35%"
"08.12.2023","17,270","17,340","17,550","17,260","0,24K","-0,40%"
"07.12.2023","17,340","17,150","17,550","17,100","0,19K","0,70%"
"06.12.2023","17,220","17,090","17,255","17,075","0,07K","0,85%"
"05.12.2023","17,075","17,200","17,260","17,070","0,07K","-0,52%"
"04.12.2023","17,165","17,410","17,410","17,145","0,18K","-1,61%"
"01.12.2023","17,445","17,570","17,570","17,430","0,24K","-0,85%"
"30.11.2023","17,595","17,670","17,775","17,535","0,19K","-0,37%"
"29.11.2023","17,660","17,565","17,670","17,520","0,14K","0,31%"
"28.11.2023","17,605","17,465","17,585","17,385","0,13K","0,95%"
"27.11.2023","17,440","17,740","17,780","17,420","0,10K","-1,75%"
"24.11.2023","17,750","17,520","17,850","17,520","0,08K","1,46%"
"22.11.2023","17,495","17,700","17,720","17,255","0,13K","-1,02%"
"21.11.2023","17,675","17,570","17,690","17,550","0,11K","0,57%"
"20.11.2023","17,575","17,560","17,580","17,500","0,06K","0,00%"
"17.11.2023","17,575","17,500","17,630","17,500","0,18K","0,77%"
"16.11.2023","17,440","17,170","17,610","17,170","0,23K","1,72%"
"15.11.2023","17,145","17,045","17,180","17,045","0,06K","2,21%"
"14.11.2023","16,775","16,745","16,840","16,635","0,83K","0,18%"
"13.11.2023","16,745","16,740","16,880","16,685","1,01K","0,03%"
"10.11.2023","16,740","16,510","16,795","16,440","1,48K","1,36%"
"09.11.2023","16,515","16,420","16,560","16,310","0,87K","0,67%"
"08.11.2023","16,405","16,080","16,500","16,025","1,17K","2,18%"
"07.11.2023","16,055","15,815","16,200","15,775","0,75K","1,58%"
"06.11.2023","15,805","15,865","15,915","15,770","0,73K","-0,32%"
"03.11.2023","15,855","15,830","15,935","15,685","0,85K","0,25%"
"02.11.2023","15,815","15,970","16,070","15,730","1,18K","-1,13%"
"01.11.2023","15,995","16,020","16,165","15,960","0,80K","-0,06%"
"31.10.2023","16,005","16,110","16,125","16,000","0,59K","-0,59%"
"30.10.2023","16,100","16,195","16,235","16,030","0,94K","-0,68%"
"27.10.2023","16,210","16,295","16,355","16,195","0,68K","-0,70%"
"26.10.2023","16,325","16,295","16,375","16,200","0,90K","0,12%"
"25.10.2023","16,305","16,335","16,375","16,150","1,15K","-0,37%"
"24.10.2023","16,365","16,480","16,560","16,290","1,43K","-0,70%"
"23.10.2023","16,480","16,210","16,580","16,210","1,36K","1,63%"
"20.10.2023","16,215","16,155","16,270","16,150","0,56K","0,34%"
"19.10.2023","16,160","16,280","16,305","16,150","0,44K","-0,49%"
"18.10.2023","16,240","16,235","16,305","16,210","0,77K","0,09%"
"17.10.2023","16,225","16,150","16,350","16,150","0,41K","0,43%"
"16.10.2023","16,155","16,270","16,280","16,115","0,18K","-0,80%"
"13.10.2023","16,285","16,220","16,325","16,195","0,26K","0,12%"
"12.10.2023","16,265","16,260","16,370","16,245","0,29K","0,03%"
"11.10.2023","16,260","16,290","16,300","16,200","0,63K","0,18%"
"10.10.2023","16,230","16,155","16,295","16,000","0,70K","0,31%"
"09.10.2023","16,180","16,275","16,345","16,070","0,57K","-1,25%"
"06.10.2023","16,385","16,080","16,425","16,080","0,18K","2,34%"
"05.10.2023","16,010","15,965","16,115","15,935","0,37K","0,28%"
"04.10.2023","15,965","16,070","16,070","15,965","0,25K","-0,72%"
"03.10.2023","16,080","16,200","16,200","16,050","0,25K","-0,74%"
"02.10.2023","16,200","16,225","16,330","16,190","0,13K","-0,15%"
"29.09.2023","16,225","16,380","16,380","16,150","0,16K","-1,28%"
"28.09.2023","16,435","16,435","16,490","16,400","0,24K","-0,18%"
"27.09.2023","16,465","16,495","16,495","16,375","0,01K","-0,09%"
"26.09.2023","16,480","16,150","16,500","16,150","0,04K","2,04%"
"25.09.2023","16,150","16,100","16,250","16,100","0,14K","0,25%"
"22.09.2023","16,110","16,070","16,140","16,070","0,02K","0,12%"
"21.09.2023","16,090","15,960","16,000","15,795","0,00K","-0,98%"
"20.09.2023","16,250","16,435","16,435","16,240","0,02K","-0,46%"
"19.09.2023","16,325","16,250","16,320","16,160","0,12K","0,09%"
"18.09.2023","16,310","16,445","16,470","16,410","0,06K","-1,00%"
"15.09.2023","16,475","16,505","16,535","16,420","0,04K","1,67%"
"14.09.2023","16,205","15,955","16,370","15,885","0,77K","1,69%"
"13.09.2023","15,935","15,685","15,975","15,605","0,81K","1,98%"
"12.09.2023","15,625","15,835","15,840","15,600","1,12K","-1,08%"
"11.09.2023","15,795","16,055","16,075","15,710","1,45K","-1,68%"
"08.09.2023","16,065","16,180","16,290","16,010","0,67K","-0,80%"
"07.09.2023","16,195","16,600","16,735","16,145","0,91K","-2,99%"
"06.09.2023","16,695","16,700","16,860","16,580","0,46K","-0,57%"
"05.09.2023","16,790","16,500","16,800","16,495","0,43K","1,36%"
"01.09.2023","16,565","16,650","16,795","16,525","0,62K","-0,75%"
"31.08.2023","16,690","16,680","16,785","16,530","0,47K","0,00%"
"30.08.2023","16,690","16,510","16,875","16,480","1,59K","0,06%"
"29.08.2023","16,680","16,300","16,695","16,190","1,24K","2,33%"
"28.08.2023","16,300","16,050","16,350","16,050","1,24K","1,68%"
"25.08.2023","16,030","16,135","16,275","16,010","1,19K","-0,43%"
"24.08.2023","16,100","15,800","16,155","15,780","1,14K","1,80%"
"23.08.2023","15,815","15,800","15,865","15,770","1,15K","-0,03%"
"22.08.2023","15,820","15,835","15,905","15,800","0,59K","-0,06%"
"21.08.2023","15,830","15,850","15,940","15,800","0,89K","-0,06%"
"18.08.2023","15,840","15,800","15,865","15,800","0,94K","0,35%"
"17.08.2023","15,785","15,820","15,915","15,760","0,74K","0,10%"
"16.08.2023","15,770","15,825","15,875","15,750","0,90K","-0,06%"
"15.08.2023","15,780","15,835","15,895","15,730","0,29K","-0,35%"
"14.08.2023","15,835","16,160","16,160","15,815","0,35K","-2,13%"
"11.08.2023","16,180","16,235","16,395","16,080","0,21K","-0,34%"
"10.08.2023","16,235","16,210","16,320","16,185","0,33K","-0,09%"
"09.08.2023","16,250","16,070","16,310","16,045","0,11K","1,06%"
"08.08.2023","16,080","16,100","16,140","15,950","0,08K","-0,12%"
"07.08.2023","16,100","16,085","16,170","15,895","0,24K","-0,22%"
"04.08.2023","16,135","16,200","16,300","16,080","0,09K","-0,77%"
"03.08.2023","16,260","16,160","16,360","16,115","0,28K","0,74%"
"02.08.2023","16,140","15,995","16,160","15,885","0,10K","0,56%"
"01.08.2023","16,050","15,665","16,235","15,665","0,27K","2,43%"
"31.07.2023","15,670","15,750","15,750","15,550","0,33K","-0,95%"
"28.07.2023","15,820","15,750","15,900","15,750","0,09K","-0,94%"
"27.07.2023","15,970","16,050","16,165","15,950","0,11K","-0,22%"
"26.07.2023","16,005","16,090","16,090","15,725","0,09K","-0,62%"
"25.07.2023","16,105","16,250","16,400","15,975","0,21K","-1,11%"
"24.07.2023","16,285","16,015","16,290","16,015","0,11K","1,75%"
"21.07.2023","16,005","15,985","16,010","15,930","0,02K","0,25%"
"20.07.2023","15,965","15,720","16,070","15,720","0,16K","1,53%"
"19.07.2023","15,725","15,650","15,770","15,600","0,06K","0,45%"
"18.07.2023","15,655","15,450","15,690","15,450","0,05K","1,39%"
"17.07.2023","15,440","15,530","15,585","15,320","0,02K","-0,29%"
"14.07.2023","15,485","15,275","15,490","15,115","0,45K","1,57%"
"13.07.2023","15,245","14,890","15,290","14,890","0,47K","2,94%"
"12.07.2023","14,810","14,745","14,890","14,570","0,68K","0,24%"
"11.07.2023","14,775","14,930","14,935","14,745","0,40K","-0,81%"
"10.07.2023","14,895","14,965","15,045","14,870","0,24K","-0,70%"
"07.07.2023","15,000","15,110","15,145","14,940","0,17K","-0,92%"
"06.07.2023","15,140","15,035","15,295","14,855","0,38K","0,80%"
"05.07.2023","15,020","14,970","15,540","14,855","0,78K","0,30%"
"03.07.2023","14,975","14,985","15,140","14,965","0,17K","-0,07%"
"30.06.2023","14,985","14,965","15,425","14,900","0,62K","0,17%"
"29.06.2023","14,960","15,035","15,125","14,815","0,92K","-0,50%"
"28.06.2023","15,035","15,690","15,690","14,690","0,68K","-4,33%"
"27.06.2023","15,715","15,690","15,860","15,690","0,54K","-0,10%"
"26.06.2023","15,730","15,725","15,865","15,715","0,51K","0,10%"
"23.06.2023","15,715","15,610","15,860","15,555","0,76K","0,10%"
"22.06.2023","15,700","15,570","15,850","15,440","0,67K","0,58%"
"21.06.2023","15,610","15,585","15,775","15,495","0,56K","-0,19%"
"20.06.2023","15,640","15,370","15,650","15,305","1,19K","1,33%"
"16.06.2023","15,435","15,335","15,450","15,300","0,63K","0,59%"
"15.06.2023","15,345","15,220","15,430","15,145","0,44K","0,59%"
"14.06.2023","15,255","15,225","15,410","15,040","0,29K","-0,13%"
"13.06.2023","15,275","15,420","15,460","15,140","0,67K","-1,23%"
"12.06.2023","15,465","15,430","15,460","15,400","0,45K","0,03%"
"09.06.2023","15,460","15,385","15,450","15,300","0,47K","0,49%"
"08.06.2023","15,385","15,275","15,400","15,250","0,21K","0,92%"
"07.06.2023","15,245","15,285","15,345","15,050","0,21K","-0,26%"
